Currency,Index Name,CDM Enum Value,Description
RON,Swap Rate,RON-Annual Swap Rate-Reference Banks,Annual Swap Rate Reference Banks
RON,RBOR,RON-RBOR-Reuters,Romanian RBOR Reuters
RON,ROBID,RON-ROBID,Romanian Interbank Bid Rate
RON,ROBOR,RON-ROBOR,Romanian Interbank Offered Rate
RUB,Swap Rate,RUB-Annual Swap Rate-11:00-BGCANTOR,Annual Swap Rate 11:00 BGCANTOR
RUB,Swap Rate,RUB-Annual Swap Rate-12:45-TRADITION,Annual Swap Rate 12:45 TRADITION
RUB,Swap Rate,RUB-Annual Swap Rate-4:15-TRADITION,Annual Swap Rate 4:15 TRADITION
RUB,Swap Rate,RUB-Annual Swap Rate-Reference Banks,Annual Swap Rate Reference Banks
RUB,Swap Rate,RUB-Annual Swap Rate-TRADITION-Reference Banks,Annual Swap Rate TRADITION Reference Banks
RUB,Key Rate,RUB-Key Rate CBRF,Key Rate Central Bank of Russian Federation
RUB,MosPrime,RUB-MosPrime,Moscow Prime Offered Rate
RUB,MosPrime,RUB-MOSPRIME-NFEA,MosPrime NFEA
RUB,MosPrime,RUB-MOSPRIME-Reference Banks,MosPrime Reference Banks
RUB,RUONIA,RUB-RUONIA,Russian Overnight Index Average
RUB,RUONIA,RUB-RUONIA-OIS Compound,RUONIA OIS Compound
RUB,RUONIA,RUB-RUONIA-OIS-COMPOUND,RUONIA OIS Compound (Alternative)
SAR,SAIBOR,SAR-SAIBOR,Saudi Arabian Interbank Offered Rate
SAR,SRIOR,SAR-SRIOR-Reference Banks,Saudi Riyal Interbank Offered Rate Reference Banks
SAR,SRIOR,SAR-SRIOR-SUAA,Saudi Riyal Interbank Offered Rate SUAA
SEK,Swap Rate,SEK-Annual Swap Rate,Annual Swap Rate
SEK,Swap Rate,SEK-Annual Swap Rate-SESWFI,Annual Swap Rate SESWFI
SEK,SIOR,SEK-SIOR-OIS-COMPOUND,SIOR OIS Compound
SEK,STIBOR,SEK-STIBOR,Stockholm Interbank Offered Rate
SEK,STIBOR,SEK-STIBOR-Bloomberg,STIBOR Bloomberg
SEK,STIBOR,SEK-STIBOR-OIS Compound,STIBOR OIS Compound
SEK,STIBOR,SEK-STIBOR-Reference Banks,STIBOR Reference Banks
SEK,STIBOR,SEK-STIBOR-SIDE,STIBOR SIDE
SEK,SWESTR,SEK-SWESTR,Swedish Short Term Rate
SEK,SWESTR,SEK-SWESTR Average 1M,SWESTR Average 1 Month
SEK,SWESTR,SEK-SWESTR Average 1W,SWESTR Average 1 Week
SEK,SWESTR,SEK-SWESTR Average 2M,SWESTR Average 2 Month
SEK,SWESTR,SEK-SWESTR Average 3M,SWESTR Average 3 Month
SEK,SWESTR,SEK-SWESTR Average 6M,SWESTR Average 6 Month
SEK,SWESTR,SEK-SWESTR Compounded Index,SWESTR Compounded Index
SEK,SWESTR,SEK-SWESTR-OIS Compound,SWESTR OIS Compound
SGD,Swap Rate,SGD-Semi-Annual Currency Basis Swap Rate-11:00-Tullett Prebon,Semi-Annual Currency Basis Swap Rate 11:00 Tullett Prebon
SGD,Swap Rate,SGD-Semi-Annual Currency Basis Swap Rate-16:00-Tullett Prebon,Semi-Annual Currency Basis Swap Rate 16:00 Tullett Prebon
SGD,Swap Rate,SGD-Semi-Annual Swap Rate-11:00-BGCANTOR,Semi-Annual Swap Rate 11:00 BGCANTOR
SGD,Swap Rate,SGD-Semi-Annual Swap Rate-11:00-Tullett Prebon,Semi-Annual Swap Rate 11:00 Tullett Prebon
SGD,Swap Rate,SGD-Semi-Annual Swap Rate-11.00-TRADITION,Semi-Annual Swap Rate 11.00 TRADITION
SGD,Swap Rate,SGD-Semi-Annual Swap Rate-16:00-Tullett Prebon,Semi-Annual Swap Rate 16:00 Tullett Prebon
SGD,Swap Rate,SGD-Semi-Annual Swap Rate-ICAP,Semi-Annual Swap Rate ICAP
SGD,Swap Rate,SGD-Semi-Annual Swap Rate-ICAP-Reference Banks,Semi-Annual Swap Rate ICAP Reference Banks
SGD,Swap Rate,SGD-Semi-Annual Swap Rate-Reference Banks,Semi-Annual Swap Rate Reference Banks
SGD,Swap Rate,SGD-Semi-Annual Swap Rate-TRADITION-Reference Banks,Semi-Annual Swap Rate TRADITION Reference Banks
SGD,SIBOR,SGD-SIBOR,Singapore Interbank Offered Rate
SGD,SIBOR,SGD-SIBOR-Reference Banks,SIBOR Reference Banks
SGD,SIBOR,SGD-SIBOR-Reuters,SIBOR Reuters
SGD,SIBOR,SGD-SIBOR-Telerate,SIBOR Telerate
SGD,SONAR,SGD-SONAR-OIS-COMPOUND,SONAR OIS Compound
SGD,SONAR,SGD-SONAR-OIS-VWAP-COMPOUND,SONAR OIS VWAP Compound
SGD,SOR,SGD-SOR,Singapore Dollar Swap Offer Rate
SGD,SORA,SGD-SORA,Singapore Overnight Rate Average
SGD,SORA,SGD-SORA-COMPOUND,SORA Compound
SGD,SORA,SGD-SORA-OIS Compound,SORA OIS Compound
SGD,SOR,SGD-SOR-Reference Banks,SOR Reference Banks
SGD,SOR,SGD-SOR-Reuters,SOR Reuters
SGD,SOR,SGD-SOR-Telerate,SOR Telerate
SGD,SOR,SGD-SOR-VWAP,SOR Volume Weighted Average Price
SGD,SOR,SGD-SOR-VWAP-Reference Banks,SOR VWAP Reference Banks
SKK,BRIBOR,SKK-BRIBOR-Bloomberg,Slovak Koruna BRIBOR Bloomberg
SKK,BRIBOR,SKK-BRIBOR-BRBO,Slovak Koruna BRIBOR BRBO
SKK,BRIBOR,SKK-BRIBOR-NBSK07,Slovak Koruna BRIBOR NBSK07
SKK,BRIBOR,SKK-BRIBOR-Reference Banks,Slovak Koruna BRIBOR Reference Banks
THB,Swap Rate,THB-Semi-Annual Swap Rate-11:00-BGCANTOR,Semi-Annual Swap Rate 11:00 BGCANTOR
THB,Swap Rate,THB-Semi-Annual Swap Rate-Reference Banks,Semi-Annual Swap Rate Reference Banks
THB,SOR,THB-SOR-Reference Banks,Thai Baht SOR Reference Banks
THB,SOR,THB-SOR-Reuters,Thai Baht SOR Reuters
THB,SOR,THB-SOR-Telerate,Thai Baht SOR Telerate
THB,THBFIX,THB-THBFIX,Thai Baht Fixing Rate
THB,THBFIX,THB-THBFIX-Reference Banks,THBFIX Reference Banks
THB,THBFIX,THB-THBFIX-Reuters,THBFIX Reuters
THB,THOR,THB-THOR,Thai Overnight Repurchase Rate
THB,THOR,THB-THOR-COMPOUND,THOR Compound
THB,THOR,THB-THOR-OIS Compound,THOR OIS Compound
TRY,Swap Rate,TRY Annual Swap Rate-11:00-TRADITION,Annual Swap Rate 11:00 TRADITION
TRY,Swap Rate,TRY-Annual Swap Rate-11:15-BGCANTOR,Annual Swap Rate 11:15 BGCANTOR
TRY,Swap Rate,TRY-Annual Swap Rate-Reference Banks,Annual Swap Rate Reference Banks
TRY,Swap Rate,TRY-Semi-Annual Swap Rate-TRADITION-Reference Banks,Semi-Annual Swap Rate TRADITION Reference Banks
TRY,TLREF,TRY-TLREF,Turkish Lira Overnight Reference Rate
TRY,TLREF,TRY-TLREF-OIS Compound,TLREF OIS Compound
TRY,TLREF,TRY-TLREF-OIS-COMPOUND,TLREF OIS Compound (Alternative)
TRY,TRLIBOR,TRY-TRLIBOR,Turkish Lira LIBOR
TRY,TRYIBOR,TRY-TRYIBOR-Reference Banks,Turkish Lira Interbank Offered Rate Reference Banks
TRY,TRYIBOR,TRY-TRYIBOR-Reuters,Turkish Lira Interbank Offered Rate Reuters
TWD,Swap Rate,TWD-Quarterly-Annual Swap Rate-11:00-BGCANTOR,Quarterly-Annual Swap Rate 11:00 BGCANTOR
TWD,Swap Rate,TWD-Quarterly-Annual Swap Rate-Reference Banks,Quarterly-Annual Swap Rate Reference Banks
TWD,Reference,TWD-Reference Dealers,Taiwan Dollar Reference Dealers
TWD,Reuters,TWD-Reuters-6165,Taiwan Dollar Reuters 6165
TWD,TAIBIR,TWD-TAIBIR01,Taiwan Interbank Interest Rate 01
TWD,TAIBIR,TWD-TAIBIR02,Taiwan Interbank Interest Rate 02
TWD,TAIBOR,TWD-TAIBOR,Taipei Interbank Offered Rate
TWD,TAIBOR,TWD-TAIBOR-Bloomberg,TAIBOR Bloomberg
TWD,TAIBOR,TWD-TAIBOR-Reuters,TAIBOR Reuters
TWD,Telerate,TWD-Telerate-6165,Taiwan Dollar Telerate 6165
TWD,TWCPBA,TWD-TWCPBA,Taiwan Commercial Paper Benchmark Average
GBP,Base Rate,UK Base Rate,UK Base Rate
USD,LIBOR Swap,USD-3M LIBOR SWAP-CME vs LCH-ICAP,3M LIBOR Swap CME vs LCH ICAP
USD,LIBOR Swap,USD-3M LIBOR SWAP-CME vs LCH-ICAP-Bloomberg,3M LIBOR Swap CME vs LCH ICAP Bloomberg
USD,LIBOR Swap,USD-6M LIBOR SWAP-CME vs LCH-ICAP,6M LIBOR Swap CME vs LCH ICAP
USD,LIBOR Swap,USD-6M LIBOR SWAP-CME vs LCH-ICAP-Bloomberg,6M LIBOR Swap CME vs LCH ICAP Bloomberg
USD,AMERIBOR,USD-AMERIBOR,American Interbank Offered Rate
USD,AMERIBOR,USD-AMERIBOR Average 30D,AMERIBOR Average 30 Days
USD,AMERIBOR,USD-AMERIBOR Average 90D,AMERIBOR Average 90 Days
USD,AMERIBOR,USD-AMERIBOR Term,AMERIBOR Term
USD,AMERIBOR,USD-AMERIBOR Term Structure,AMERIBOR Term Structure
USD,Swap Rate,USD-Annual Swap Rate-11:00-BGCANTOR,Annual Swap Rate 11:00 BGCANTOR
USD,Swap Rate,USD-Annual Swap Rate-11:00-TRADITION,Annual Swap Rate 11:00 TRADITION
USD,Swap Rate,USD-Annual Swap Rate-4:00-TRADITION,Annual Swap Rate 4:00 TRADITION
USD,AXI,USD-AXI Term,AXI Term
USD,BA,USD-BA-H.15,Bankers' Acceptance H.15
USD,BA,USD-BA-Reference Dealers,Bankers' Acceptance Reference Dealers
USD,BMA,USD-BMA Municipal Swap Index,BMA Municipal Swap Index
USD,BSBY,USD-BSBY,Bloomberg Short-Term Bank Yield Index
USD,CD,USD-CD-H.15,Certificate of Deposit H.15
USD,CD,USD-CD-Reference Dealers,Certificate of Deposit Reference Dealers
USD,CMS,USD-CMS-Reference Banks,Constant Maturity Swap Reference Banks
USD,CMS,USD-CMS-Reference Banks-ICAP SwapPX,CMS Reference Banks ICAP SwapPX
USD,CMS,USD-CMS-Reuters,CMS Reuters
USD,CMS,USD-CMS-Telerate,CMS Telerate
USD,CMT,USD-CMT,Constant Maturity Treasury
USD,CMT,USD-CMT Average 1W,CMT Average 1 Week
USD,CMT,USD-CMT-T7051,CMT T7051
USD,CMT,USD-CMT-T7052,CMT T7052
USD,COF11,USD-COF11-FHLBSF,Cost of Funds 11th District FHLBSF
USD,COF11,USD-COF11-Reuters,Cost of Funds 11th District Reuters
USD,COF11,USD-COF11-Telerate,Cost of Funds 11th District Telerate
USD,COFI,USD-COFI,Cost of Funds Index
USD,CP,USD-CP-H.15,Commercial Paper H.15
USD,CP,USD-CP-Money Market Yield,Commercial Paper Money Market Yield
USD,CP,USD-CP-Reference Dealers,Commercial Paper Reference Dealers
USD,CRITR,USD-CRITR,Credit Inclusive Term Rate
USD,Fed Funds,USD-Federal Funds,Federal Funds Rate
USD,Fed Funds,USD-Federal Funds-H.15,Federal Funds H.15
USD,Fed Funds,USD-Federal Funds-H.15-Bloomberg,Federal Funds H.15 Bloomberg
USD,Fed Funds,USD-Federal Funds-H.15-OIS-COMPOUND,Federal Funds H.15 OIS Compound
USD,Fed Funds,USD-Federal Funds-OIS Compound,Federal Funds OIS Compound
USD,Fed Funds,USD-Federal Funds-Reference Dealers,Federal Funds Reference Dealers
USD,FFCB,USD-FFCB-DISCO,Federal Farm Credit Banks Discount Note
USD,FXI,USD-FXI Term,FXI Term
USD,ISDAFIX,USD-ISDAFIX3-Swap Rate,ISDAFIX3 Swap Rate
USD,ISDAFIX,USD-ISDAFIX3-Swap Rate-3:00,ISDAFIX3 Swap Rate 3:00
USD,ISDA,USD-ISDA-Swap Rate,ISDA Swap Rate
USD,ISDA,USD-ISDA-Swap Rate-3:00,ISDA Swap Rate 3:00
USD,LIBOR,USD-LIBOR,USD LIBOR
USD,LIBOR,USD-LIBOR-BBA,USD LIBOR BBA
USD,LIBOR,USD-LIBOR-BBA-Bloomberg,USD LIBOR BBA Bloomberg
USD,LIBOR,USD-LIBOR ICE Swap Rate-11:00,LIBOR ICE Swap Rate 11:00
USD,LIBOR,USD-LIBOR ICE Swap Rate-15:00,LIBOR ICE Swap Rate 15:00
USD,LIBOR,USD-LIBOR-ISDA,USD LIBOR ISDA
USD,LIBOR,USD-LIBOR-LIBO,USD LIBOR LIBO
USD,LIBOR,USD-LIBOR-Reference Banks,USD LIBOR Reference Banks
USD,Municipal,USD-Municipal Swap Index,Municipal Swap Index
USD,Municipal,USD-Municipal Swap Libor Ratio-11:00-ICAP,Municipal Swap Libor Ratio 11:00 ICAP
USD,Municipal,USD-Municipal Swap Rate-11:00-ICAP,Municipal Swap Rate 11:00 ICAP
USD,OIS,USD-OIS-11:00-BGCANTOR,OIS 11:00 BGCANTOR
USD,OIS,USD-OIS-11:00-LON-ICAP,OIS 11:00 LON ICAP
USD,OIS,USD-OIS-11:00-NY-ICAP,OIS 11:00 NY ICAP
USD,OIS,USD-OIS-11:00-TRADITION,OIS 11:00 TRADITION
USD,OIS,USD-OIS-3:00-BGCANTOR,OIS 3:00 BGCANTOR
USD,OIS,USD-OIS-3:00-NY-ICAP,OIS 3:00 NY ICAP
USD,OIS,USD-OIS-4:00-TRADITION,OIS 4:00 TRADITION
USD,OBFR,USD-Overnight Bank Funding Rate,Overnight Bank Funding Rate
USD,Prime,USD-Prime,USD Prime Rate
USD,Prime,USD-Prime-H.15,Prime H.15
USD,Prime,USD-Prime-Reference Banks,Prime Reference Banks
USD,S&P,USD-S&P Index-High Grade,S&P Index High Grade
USD,S&P,USD-SandP Index High Grade,S&P Index High Grade (Alternative)
USD,SIBOR,USD-SIBOR-Reference Banks,Singapore USD Interbank Offered Rate Reference Banks
USD,SIBOR,USD-SIBOR-SIBO,Singapore USD Interbank Offered Rate SIBO
USD,SIFMA,USD-SIFMA Municipal Swap Index,SIFMA Municipal Swap Index
USD,SOFR,USD-SOFR,Secured Overnight Financing Rate
USD,SOFR,USD-SOFR Average 180D,SOFR Average 180 Days
USD,SOFR,USD-SOFR Average 30D,SOFR Average 30 Days
USD,SOFR,USD-SOFR Average 90D,SOFR Average 90 Days
USD,SOFR,USD-SOFR CME Term,SOFR CME Term
USD,SOFR,USD-SOFR-COMPOUND,SOFR Compound
USD,SOFR,USD-SOFR Compounded Index,SOFR Compounded Index
USD,SOFR,USD-SOFR ICE Compounded Index,SOFR ICE Compounded Index
USD,SOFR,USD-SOFR ICE Compounded Index 0 Floor,SOFR ICE Compounded Index 0 Floor
USD,SOFR,USD-SOFR ICE Compounded Index 0 Floor 2D Lag,SOFR ICE Compounded Index 0 Floor 2D Lag
USD,SOFR,USD-SOFR ICE Compounded Index 0 Floor 5D Lag,SOFR ICE Compounded Index 0 Floor 5D Lag
USD,SOFR,USD-SOFR ICE Compounded Index 2D Lag,SOFR ICE Compounded Index 2D Lag
USD,SOFR,USD-SOFR ICE Compounded Index 5D Lag,SOFR ICE Compounded Index 5D Lag
USD,SOFR,USD-SOFR ICE Swap Rate,SOFR ICE Swap Rate
USD,SOFR,USD-SOFR ICE Swap Rate Spreads,SOFR ICE Swap Rate Spreads
USD,SOFR,USD-SOFR ICE Term,SOFR ICE Term
USD,SOFR,USD-SOFR-OIS Compound,SOFR OIS Compound
USD,Swap Rate,USD Swap Rate-BCMP1,Swap Rate BCMP1
USD,TBILL,USD-TBILL Auction High Rate,Treasury Bill Auction High Rate
USD,TBILL,USD-TBILL-H.15,Treasury Bill H.15
USD,TBILL,USD-TBILL-H.15-Bloomberg,Treasury Bill H.15 Bloomberg
USD,TBILL,USD-TBILL-Secondary Market,Treasury Bill Secondary Market
USD,TBILL,USD-TBILL Secondary Market-Bond Equivalent Yield,Treasury Bill Secondary Market Bond Equivalent Yield
USD,TIBOR,USD-TIBOR-ISDC,USD TIBOR ISDC
USD,TIBOR,USD-TIBOR-Reference Banks,USD TIBOR Reference Banks
USD,Treasury,USD-Treasury-19901-3:00-ICAP,Treasury 19901 3:00 ICAP
USD,Treasury,USD Treasury Rate-BCMP1,Treasury Rate BCMP1
USD,Treasury,USD-Treasury Rate-ICAP BrokerTec,Treasury Rate ICAP BrokerTec
USD,Treasury,USD-Treasury Rate-SwapMarker100,Treasury Rate SwapMarker100
USD,Treasury,USD-Treasury Rate-SwapMarker99,Treasury Rate SwapMarker99
USD,Treasury,USD-Treasury Rate-T19901,Treasury Rate T19901
USD,Treasury,USD-Treasury Rate-T500,Treasury Rate T500
VND,Swap Rate,VND-Semi-Annual Swap Rate-11:00-BGCANTOR,Semi-Annual Swap Rate 11:00 BGCANTOR
VND,Swap Rate,VND-Semi-Annual Swap Rate-Reference Banks,Semi-Annual Swap Rate Reference Banks
ZAR,DEPOSIT,ZAR-DEPOSIT-Reference Banks,Deposit Rate Reference Banks
ZAR,DEPOSIT,ZAR-DEPOSIT-SAFEX,Deposit Rate SAFEX
ZAR,JIBAR,ZAR-JIBAR,Johannesburg Interbank Average Rate
ZAR,JIBAR,ZAR-JIBAR-Reference Banks,JIBAR Reference Banks
ZAR,JIBAR,ZAR-JIBAR-SAFEX,JIBAR SAFEX
ZAR,Prime,ZAR-Prime Average,Prime Average
ZAR,Prime,ZAR-PRIME-AVERAGE,Prime Average (Alternative)
ZAR,Prime,ZAR-PRIME-AVERAGE-Reference Banks,Prime Average Reference Banks
ZAR,Swap Rate,ZAR-Quarterly Swap Rate-1:00-TRADITION,Quarterly Swap Rate 1:00 TRADITION
ZAR,Swap Rate,ZAR-Quarterly Swap Rate-5:30-TRADITION,Quarterly Swap Rate 5:30 TRADITION
ZAR,Swap Rate,ZAR-Quarterly Swap Rate-TRADITION-Reference Banks,Quarterly Swap Rate TRADITION Reference Banks
ZAR,ZARONIA,ZAR-ZARONIA,South African Overnight Index Average
ZAR,ZARONIA,ZAR-ZARONIA-OIS Compound,ZARONIA OIS Compound